Description,Unnamed: 1,Label
KNOCKOUT SEAL 3 IN 2PC STEEL,,Exclude
"REC CFB 2G 3"" RND CVR",,Exclude
EMT CMP COUP 1-1/2,,Exclude
rolls blue electric tape,,Exclude
KO  SEAL 1-1/2,,Exclude
06.16 T KELLEY,,Exclude
3/4 IN 1/2 IN RED,,Exclude
20 weatherproof GFCI receptacl,,Exclude
10/06/24 NBC M-1 TRACT,,Exclude
"[Machine Bolt] 1/4"" Dia, 1"" Le",,Exclude
"1-1/4"" EMT Strut Straps HW",,Exclude
Milwaukee27 in 18 TPI Sub Comp,,Exclude
01-07-24 SEMINARY,,Exclude
"4"" ridged couplings",,Exclude
standard white toggle switches,,Exclude
EMT COMP  COUP 2-1/2,,Exclude
Leviton 66DF-10W SureSlide Dua,,Exclude
"Universal Strut Strap, 4"", EMT",,Exclude
VEST GRN XXL,,Exclude
Single Gang Box Extender Arli,,Exclude
"4"" Square 2-1/8"" Deep Combo K.",,Exclude
AI CP3540 CEILING PLATE COMBO,,Exclude
03-27-22 SEMINARY LANE,,Exclude
2G Duplex Plate White,,Exclude
10’ COPPER CLAD GROUND RODS Wi,,Exclude
Single Gang Gray Blank Cover,,Exclude
Superior Essex 77-240-2A 4 Pai,,Exclude
FLUOR BATT PK,,Exclude
"Threaded Conduit Nipple, 3/4""",,Exclude
metal in use single gang cover,,Exclude
OFFICE -BATTERIES AAA,,Exclude
ADORNE 2G POPOUTLET,,Exclude
BUSINESS CARDS BONAR/J VELASQU,,Exclude
1-1/4” None Metalic Carlon Fle,,Exclude
"2"" pipe clamp for ground bondi",,Exclude
S128915975002,,Exclude
"[NEMA 1 Gutter] w/ Cover, 24"" ",,Exclude
12-11-22 SAN MARCO,,Exclude
"1 1/4"" 90 Elbow RMC Galvanized",,Exclude
COND BENDER HNDL,,Exclude
10-30-22 VICARS,,Exclude
"3/4"" PVC MALE ADAPTER",,Exclude
40' CONT 4715014,,Exclude
TOG SW BOX CVR,,Exclude
Motion Single Pole Switch,,Exclude
2 port #2 polaris lugs,,Exclude
10x3/4 copper clad steel grou,,Exclude
Milwaukee 48-22-8952 Cut Level,,Exclude
2622,,Exclude
cans of break free Penetrating,,Exclude
11-26-23 METRO TAMPA,,Exclude
14/3 UF,,Exclude
REEL STAND,,Exclude
"3/4"" Greenfield",,Exclude
CLIP COND 1/2-3/4,,Exclude
06-04-23 MCA FT GORDON-CP,,Exclude
5/16 in. x 3-1/4 in. Zinc-Plat,,Exclude
Tie Wraps 11’,,Exclude
Carlon E88C24 CURVED LID J-BOX,,Exclude
OFFICE- SCR PROT/CASES,,Exclude
08/11/24 GLENRIDGE SITEWORK,,Exclude
RND CEIL PAN4 KO 1/2,,Exclude
"3/4"" unistrut straps",,Exclude
05-21-23 VICARS,,Exclude
12/08/24 529 KING STREET HOTEL,,Exclude
12/27/2020 LEGACY POINTE,,Exclude
L14 - 30P,,Exclude
single gang Bell boxes with 3-,,Exclude
5/8 ACORN,,Exclude
2624,,Exclude
Telescoping Box Bracket 16”,,Exclude
5'' CONCRETE SLV,,Exclude
wire pulling gel,,Exclude
"2"" heavy wall two-hole straps",,Exclude
06-05-22 FLAMINGO,,Exclude
Caddy H4 Brackets,,Exclude
SINGLE GANG PLASTIC WP IN USE ,,Exclude
45 To 96 High Number Books,,Exclude
ACCT SERVICES,,Exclude
QT CANS PVC GLUE,,Exclude
06-11-23 LAKE NONA,,Exclude
12”x12”x48” long nema1 gutter,,Exclude
Caweld 250 Shot Welds,,Exclude
Everbilt 6 in. Latch Post Safe,,Exclude
"FUSE NON 30 AMP, 250 VOLTS",,Exclude
Fire Alarm work for Moncrief,,Exclude
"3/8"" X 3"" CONCRETE ANCHORS",,Exclude
08/28/22 TYNDALL LODGING,,Exclude
0061-186,,Exclude
12/19/21 OSPREY,,Exclude
l brackets,,Exclude
Siemans breaker lock 2 pole br,,Exclude
HARDBD,,Exclude
3/8” Beam Clamps,,Exclude
X-PT 2 Pole Tool Assembly (DX ,,Exclude
pan head self tap screws,,Exclude
4” Rigid Couplings,,Exclude
1 1/4 x 3/4 reducing washer,,Exclude
2438,,Exclude
RICHEL SERRANO,,Exclude
07/21/24 UNIVERSAL STUDIOS,,Exclude
LOT PRICE SQD GEAR ONLY  TOTAL,,Exclude
3/0 3 port lug,,Exclude
50 Amp 2pole  Squaer D  QO Sna,,Exclude
TYPE SLE FIXTURE,,Exclude
wr 20 amp duplex recepticale,,Exclude
08-20-23 SEMINARY,,Exclude
Range ,,Exclude
80711-W 3G SWPLT NOQ,,Exclude
W/O 2989 SERVICE,,Exclude
4 Square Round P Ring 5/8” Rai,,Exclude
ESTIMATING NEW BUILD,,Exclude
003-1880498-000,,Exclude
5/8 plywood,,Exclude
"1/4"" Hex Nuts",,Exclude
"6"" WHITE ZIP TIES",,Exclude
"1/4"" all thread couplings",,Exclude
250 AL,,Exclude
11/15/2020 OFFICE,,Exclude
ROUND BOX EXTENDER,,Exclude
"Concrete Screw Anchor 3/16"" x ",,Exclude
60A 250v fuses,,Exclude
LEV 80711-W NYL 3G SWITCH PLT,,Exclude
PLST BUSH 4,,Exclude
BATTERY CHGR,,Exclude
3/20/22 GLENRIDGE,,Exclude
TSGB24 SCR GUN BRKT 17-26,,Exclude
10-01-23 UNION TERMINAL,,Exclude
"1/4"" x 1 3/4"" tapcons",,Exclude
LUBE-OIL,,Exclude
1 1/4” Ridgid 90s,,Exclude
shelves,,Exclude
lot price for the order,,Exclude
[Push-In Wire Connector] 3 Po,,Exclude
works like cloth box of rags,,Exclude
3/8IN SDS MASONRY DRILL BIT,,Exclude
03/03/24 WATERFRONT PHASE II,,Exclude
TMB PROPLEX,,Exclude
LEV PJ126-W MID NLY TOG/DECR-W,,Exclude
70/3 BREAKER FOR PANEL MB,,Exclude
10.27  T. KELLEY,,Exclude
1-IN ALUM THREADED PLUG,,Exclude
HOLDING TANK RENT,,Exclude
22013-096ER PU CANCELLED,,Exclude
2x4x10'  Treated Studs,,Exclude
square D breaker QOB type 60Am,,Exclude
Arlington Sleeves CPS30,,Exclude
@ 230'  300mcm Aluminum (BROWN,,Exclude
chisel attachment,,Exclude
5/16/2021 ROCKLEDGE FLATS,,Exclude
"Arlington NMLT -5  ( 1/2"" Stra",,Exclude
STK BOX OB 13X24X18,,Exclude
"4"" bonding bushing",,Exclude
Ground Bar Kit 21 Circuit For ,,Exclude
20' STANDARD TRI CAM CONTAINER,,Exclude
4180,,Exclude
Kellems Grip Strain Relief,,Exclude
1 COND BENDER,,Exclude
photo cells 120V,,Exclude
3747,,Exclude
40' LIFT,,Exclude
4 OCT CNCRETE RING,,Exclude
ARLINGTON 40AST SNAP2IT CONNEC,,Exclude
#8 TAPCON,,Exclude
HERON RIDGE,,Exclude
NYL 2G PLT,,Exclude
279-S00 50A OQ,,Exclude
DUP CHK 276781 INV177,,Exclude
3” Bonding Bushings,,Exclude
"10"" Sticks of 7/8"" Shallow Str",,Exclude
SQD PK27GTACU,,Exclude
1”x3” Rigid Nipple,,Exclude
"1/2"" CARFLEX CONNECTORS",,Exclude
MAY-24 LIFE INSURANCE,,Exclude
DRUG SCREEN,,Exclude
Putty Pads,,Exclude
Type 'EP2S' GALN-SA3C-740-U-S,,Exclude
11/10/24 TYNDALL ZONE 1 F35 FL,,Exclude
ESTIMATING ORL-D KRAUSE,,Exclude
single Gange bell boxes with t,,Exclude
Ewards Signaling Hotel Room An,,Exclude
THEATER SCONCE Moxy Sconce CO,,Exclude
P&S RWP263-W Screwless WP plas,,Exclude
10-08-23 1200&5TH,,Exclude
JAX SHIP HOTEL,,Exclude
#6 2-Port Mechanical Chair Lug,,Exclude
3 WAY SW  20a Toggle,,Exclude
GALV 90D EL 2-1/2,,Exclude
Deposit for PNC-Personal,,Exclude
"1 1/4"" double gang plaster ri",,Exclude
 Hydraulic Hammer 1 WEEK,,Exclude
3/4 K.O. seals (push pennies),,Exclude
CB QOB 15A 1P 120VAC GFI,,Exclude
1-1/2 in. x 10 in. SDS-PLUS S,,Exclude
07-10-22 WATERMAN,,Exclude
"Dottie 413WHT Wallplate Screw,",,Exclude
LOCK KIT FOR CLAMP COVER JUNCT,,Exclude
3G RECT PLT,,Exclude
20CU CEIL NAILON BOX,,Exclude
3343,,Exclude
1/2 Straight flex Connectors,,Exclude
BUSHING 3/4,,Exclude
BOX BLANK CVR,,Exclude
DRAFT SEAL 1 GANG BOX KIT ITE,,Exclude
20A GFR NITELITE,,Exclude
WW TYPE 1 U- CONNECTOR,,Exclude
pvc glue plasti weld 303,,Exclude
9120B,,Exclude
CONTAINER-STEEL-40'-STANDARD ,,Exclude
SURTAX 1% ON FIRST $5000,,Exclude
"8x8x4"" screw-cover pullbox",,Exclude
"5/8"" x 8' threaded ground rod",,Exclude
InSinkErator Sink-Top Air Swit,,Exclude
"3/16"" Concreate Drill Bits (by",,Exclude
2/27/2022 HOST DIME,,Exclude
"1.25"" PVC ELBOWS",,Exclude
1/31/2021 SCHOOL MM,,Exclude
LOCJKNUT 1/2,,Exclude
AUG,,Exclude
4TIB CADDY CLIPS,,Exclude
"[3 1/2"" Pancake Box] 1/2"" KOs",,Exclude
30A LKG PLUG 3P4W,,Exclude
RR450FW 50A SB RECT,,Exclude
SIG 1/2-IN TO 3/4-IN GRND,,Exclude
8X1/2 WH SCR,,Exclude
ALLTHRD 1/4,,Exclude
1H BOX STRAP 3/8,,Exclude
"4"" pvc bell end",,Exclude
Triple barrell mechanical lug ,,Exclude
2621-BK,,Exclude
04/27/24 ACCOUNTING SERVICE,,Exclude
07/07/24 TYNDALL CHAPEL COMMON,,Exclude
REIMBURSEMENT OFFICE,,Exclude
PANEL EL6 w/SPD 100A 208/120 ,,Exclude
"2"" Self Drilling Screw",,Exclude
"3/4"" 90DEG CAR FLEX CONNECTORS",,Exclude
SCHMM WARR,,Exclude
Intermatic T103 Mechanical Tim,,Exclude
"1-1/8"" hole saw",,Exclude
"ft of 3"" metallic liquid tight",,Exclude
Leviton T5832-E 20 Amp USB Cha,,Exclude
UNI  STA 5% RETAINAGE,,Exclude
led temp stringer,,Exclude
"19"" MIGHTY POST",,Exclude
4X1-1/2 ASSY CLAMP,,Exclude
30A 2P3W SGL RECT,,Exclude
"BLUE TAPCONS 1/4""X1-1/4""",,Exclude
#6 ground compression lug,,Exclude
Unit Piece Work,,Exclude
"4"" raised cover for single swi",,Exclude
WP1020C,,Exclude
ATKORE A61-SF-90H24-24-G 90 DE,,Exclude
LEVITON 690-W,,Exclude
GUZHEC,,Exclude
FDLTKEY,,Exclude
NDR RZR-CCT-600 WH DIM,,Exclude
4- hole L- shape connector bra,,Exclude
1 Gallon Cans of PVC Glue (Big,,Exclude
"[PVC Strap] 1 1/4"", 2 Hole",,Exclude
1/4-20 STL NUT,,Exclude
SURCHARGE FEE,,Exclude
12-03-23 WOODFIELD,,Exclude
"TYPE ""SF4"" LEDEPK-10OW-40K-4-",,Exclude
S130402059001 125A 2P CB,,Exclude
CR OQ 9319003879,,Exclude
BUGLE SCR 6 X 1,,Exclude
2 gang toggle swtich plate wh,,Exclude
LT-11 LAMP SAT S12460,,Exclude
07/07/24 GLENRIDGE HOME 7044,,Exclude
"10/3 w/Ground, MC, Aluminum Ar",,Exclude
"Ground Bonding Pigtail, 12""",,Exclude
UNLIT PUSHBUTTON,,Exclude
5G WALL PLT,,Exclude
Kindorf B-937 Steel Flat Plate,,Exclude
"10"" x 10"" x 48"" Nema 1 Trough ",,Exclude
SWEEPOUT,,Exclude
20' Connex 5341,,Exclude
2 IN Locknut,,Exclude
RXC R101HWH 19408 -> 10 X 1 HE,,Exclude
"1""1/2 x18"" core drill bit",,Exclude
PPE 502,,Exclude
BAHALE,,Exclude
2''-90's seal tight Flex fitt,,Exclude
SQUARE D BREKAKER EGB34015,,Exclude
Zinc plated steel 3/8 x 1 in. ,,Exclude
SHOP JS-720 T-253,,Exclude
KICK PLT  M4,,Exclude
"clear 11"" cable ties",,Exclude
ARLINGTON CPS60 - CONCRETE PIP,,Exclude
12 x 12 x 6 in. JNCTN Box,,Exclude
SCH40 1IN 90DEG ELBOW,,Exclude
BR230,,Exclude
2in unistrut stap,,Exclude
"[NEMA 1 J-Box] w/ KOs, 16"" x 1",,Exclude
02/11/24 SANDPIPER GLEN,,Exclude
"TYPE ""SJ5"" LEDEPK-200W-40K-4-",,Exclude
"1-1/2"" PVC Straps 2 hole",,Exclude
"MC Cable Connector, Duplex, Sn",,Exclude
RECIP 624R,,Exclude
3 GANG OVERSIZED DECORA COVER ,,Exclude
weather proof wire nuts Red,,Exclude
EATON C0100E5EFB (transformer ,,Exclude
caddy c6,,Exclude
DIESEL 7/19,,Exclude
3 port polaris Lug for #1,,Exclude
LAKE NONA INV 2116,,Exclude
"Weatherproof In-Use Cover, 2 G",,Exclude
3/4```` plastic bushing,,Exclude
"[Mechanical Lug] For 6 AWG, 3 ",,Exclude
1/8/2023 LISSETTE THOMPSON,,Exclude
1212 E NK,,Exclude
Lightning Protection Systems,,Exclude
"4 x 8x 1/8"" Sheets of masonite",,Exclude
TCH CTLC45LT31-BZ - LED AREA L,,Exclude
10-01-23 CIRCUS MCGURKUS,,Exclude
BUS FRN-R-15 FUSETRON DUAL-ELE,,Exclude
One Gang Flange NM Plastic Box,,Exclude
EGS 5050S 1/2IN EMT SET SCREW ,,Exclude
"Hubbell #074011266 2-1/2"" Stra",,Exclude
40’ Conex Storage Container,,Exclude
HUB CS8164C LOCKING CONN 50A 4,,Exclude
USB 15A TP REC'S - WHT,,Exclude
4/O Bare Copper,,Exclude
"8"" black tie wraps",,Exclude
"1-1/2"" GRC 90's",,Exclude
HAMALA,,Exclude
"1/4 x 1"" machine screws",,Exclude
2x3 3-line labels,,Exclude
Arlington LPCG50 Cord Connecto,,Exclude
"nVent Caddy 0250025EG 1/4"" Rod",,Exclude
CHANCELLOR MCCOY,,Exclude
RAC 5330-0 1G WP BOX (4) 3/4 I,,Exclude
10-2 MC 1000' rolls,,Exclude
"Hubbell-Killark EALR-8 3"" Lr C",,Exclude
2-1/2 EMT CMP CONN,,Exclude
1-17-2021 FLEET LANDING,,Exclude
2446,,Exclude
3/8IN TOOL FOR DROP IN ANCHORS,,Exclude
HEADLIGHT,,Exclude
09/01/24 GHM 7108,,Exclude
visqueen,,Exclude
72171-1-CN 1CN,,Exclude
SERVICE 2634 INV52310,,Exclude
041220 RIVER CITY,,Exclude
2PK STARTER KIT,,Exclude
4049,,Exclude
RELOC 6346,,Exclude
DEL 1296,,Exclude
400MCM 2 HOLE LUGS CRIMP TYPE,,Exclude
FT GORDAN,,Exclude
BACK TO BACK POST BASES ,,Exclude
FIRE BARRIER CAULK 10.1 OZ CAR,,Exclude
Yellow Wire Nuts,,Exclude
B220GFI,,Exclude
"3-Piece Knockout Seal, 6"", Ste",,Exclude
"14"" WHITE CABLE TIES",,Exclude
3/4 Benders,,Exclude
1/2 RS 2DUP CVR,,Exclude
DAN JORDAN - BUSINESS DEVE,,Exclude
"3"" x 3"" spacing cantex spacers",,Exclude
3978,,Exclude
"4"" pvc 90 degree sweep",,Exclude
CORDOVA 23007-097CO,,Exclude
PVC COUP 4 9315985812,,Exclude
1 X 12 NIP,,Exclude
Feb-22,,Exclude
1G JUMBO SPLEX PLT,,Exclude
H-1LC1,,Exclude
ADDISON -FRIG,,Exclude
20 Amp Industrial Grade Heavy ,,Exclude
SKID STEER/FORKS,,Exclude
OFFICE - CREDIT 2023,,Exclude
MILW SDS HAMMER,,Exclude
2-1/2 X 4 GALV NIP,,Exclude
615800 GRND ROD 5/8,,Exclude
10-24-22 VA JAX-CP,,Exclude
ASHTON,,Exclude
LEGACY ODP 20006-ODP,,Exclude
WO 4273,,Exclude
082320 FLAMINGO,,Exclude
12V Battery 12-PK,,Exclude
3909 LTG,,Exclude
"3/4"" CARFLEX CONNECTORS - STRA",,Exclude
"1/2"" rigid conduit",,Exclude
NBC M -1 TRACT,,Exclude
10 X 1/2 HEX SD SCR,,Exclude
"1 1/2"" emt compression connect",,Exclude
MICKY MAGAZINE SUBSCRIPTON,,Exclude
"3"" PVC COUPLING",,Exclude
BLUEBEAM,,Exclude
Power-Strut PS 3025 EG Strut P,,Exclude
NON-15 ONE TIME FUSE,,Exclude
1 3/8 Hole Saw Bi Metal,,Exclude
1G JUMBO PLT BLANK,,Exclude
4-Gang toggle Switch Plate (W,,Exclude
9315623124,,Exclude
070520 MARGARITAVILLE,,Exclude
SCX2-4FT-40W-MCT4-D-OPT-SCX-MI,,Exclude
3/4 seal-tight flex straight c,,Exclude
BJS 158212332  8/28/24  -0004,,Exclude
727385 - 38208,,Exclude
3/4” Unistrut Straps,,Exclude
"4"" locknut",,Exclude
45D BELL END 3/4,,Exclude
IDE 172451L SPACER SHIMS 25PC,,Exclude
3456-323,,Exclude
Type F (4' Strip) LITHONIA CSS,,Exclude
TYPE L203 SAT MEDIUM BASE BULB,,Exclude
"1/4"" x 1-1/4"" Hex Head Bolts",,Exclude
RACO 187 Square Extension Ring,,Exclude
Eaton ACD60R,,Exclude
1-Gang 20 cu. in. PVC Old Work,,Exclude
"PVC Fitting, 1"" PVC Coupling M",,Exclude
GROUND/NEUTRAL BAR ACCESORY,,Exclude
3/4 Strut strap,,Exclude
2 in. 90-Degree Electrical Met,,Exclude
ERC PLUSCU2L6,,Exclude
AMEX GIFT CARDS,,Exclude
8X40 751780 CR,,Exclude
BAB2030,,Exclude
P53 Fixture,,Exclude
90D FLEXCON 4,,Exclude
3/4 conn,,Exclude
HDX20 ft. x 100 ft. Clear 6 mi,,Exclude
3/8'' flat washers,,Exclude
1/4-20 BEAM CLAMP 1,,Exclude
single gang plastic box with b,,Exclude
C1 replacement lenses,,Exclude
40' TRICAM 4065  058ER,,Exclude
Buckets of Jetline,,Exclude
4497-004 CORE DRILL,,Exclude
08-06-23 SANDPIPER,,Exclude
3608,,Exclude
Type K (2x4),LITHONIA SBL4 LP8,Exclude
"4SES 4"" Square Extension Ring,",,Exclude
YEARLY FEES,,Exclude
CADWELD 200 SHOT,,Exclude
PANELBOARD V4 30 CIRCUITS 225,,Exclude
OFFICE LAM POUCHES,,Exclude
deep weather proof boxes w/ 3/,,Exclude
SERVICE WO 4631- T-214,,Exclude
03/06/2022 LEGACY PT,,Exclude
"1-1/2"" Pvc Conduit Repair Coup",,Exclude
IMPLEMENTATION,,Exclude
"1 1/4"" PVC 90 DEGREE BENDS",,Exclude
150A MAIN BRKER LOT,,Exclude
"2""x3"" Phenolic labels",,Exclude
"[EMT Strap] 2"", Mini, 1 Hole",,Exclude
OFFICE -WHT BOARD,,Exclude
"Panelboard MC400A, 3P PDG33G0",,Exclude
KOBALT 1 1/4IN PVC CUTTER,,Exclude
EDWARDS #1786C-B WP PUSHBUTTON,,Exclude
SCH40 ELBOW WITH BELL END,,Exclude
60amp 3 phase shunt trip break,,Exclude
25 amp Fuses Rated 600 amp ,,Exclude
"3/8"" x 1-1/4"" Hex head Bolts",,Exclude
"4 1/2"" cutting wheels",,Exclude
2COND LUG,,Exclude
Hilti 339611 (fire stop labels,,Exclude
60w Equiv Led Lamps,,Exclude
"3/4"" x 50' Air Hose",,Exclude
8X8X48 WIREWAY,,Exclude
ADD 3 LICENSES TO VISTA (35),,Exclude
1-1/4 SNAP IN,,Exclude
DRILL BIT 1/4 X 6,,Exclude
UC Lights- Alloy AL-50-0115-K,,Exclude
350-3 MULTI TAP,,Exclude
4 11/16 blank plate,,Exclude
4-11/16 1G RING RS 1/4,,Exclude
"8' 5/8"" ground rods",,Exclude
"2-1/2"" PVC COUPLING",,Exclude
"1 1/2"" PVC FEMALE ADAPTER",,Exclude
3IN SQUEEZE CONN,,Exclude
10/24/2021 ROMNEY,,Exclude
10/27/24 MCA2 FT GORDON,,Exclude
PU - FUEL 6104,,Exclude
"1-1/4"" MC SER CONNECTORS (#2-",,Exclude
"2 1/2"" 90 degree flex connecto",,Exclude
02/11/24 FLORIDA POLYTECHNIC U,,Exclude
"2"" Emt Compression Couplings",,Exclude
Cover with ELECTRIC logo is 12,,Exclude
Blue electrical tape,,Exclude
2941,,Exclude
3/13/22 VA JAX,,Exclude
2019 CPA FEES,,Exclude
CONCRETE BOX PLATE,,Exclude
4 Square Boxes With 3/4 & 1/2”,,Exclude
NEA-WLC-1-24ACDC-X24AC-LO-E,,Exclude
2/20/22 FT JACKSON RECEPTION,,Exclude
DRILL PILOT HOLESAW,,Exclude
mechanical butt splice #6- 250,,Exclude
10/15/2020 FLAMINGO,,Exclude
Nov-20,,Exclude
Red Electrical tape,,Exclude
RECIP SAW-BLDS,,Exclude
WHITE TR 20A GFI,,Exclude
EAST LAWN MISC - S133339644,,Exclude
OFFICE-KITCHEN,,Exclude
10/06/24 WOODFIELD DOWNTOWN NE,,Exclude
4 Square 2G P-ring 5/8” Raised,,Exclude
4H 90D UNISTRUT FTG,,Exclude
20amp receptacles,,Exclude
SHOP JS-973,,Exclude
9120B SMOKE ALARM,,Exclude
2993,,Exclude
BUR BGBL4 14-4 AL/CU LAY-IN LU,,Exclude
"GBI14220G 1/4x2x20"" Grd Bar, 1",,Exclude
Hilti Red Fire Caulk (CP 606),,Exclude
SHOP TS-1480,,Exclude
"Arlington FB415 4 1/4"" Ceiling",,Exclude
OIL CHG - SHOCKS - STRUT,,Exclude
white 30 am dryer outlet,,Exclude
"12"" x 6"" x 4"" Nema 1 Screw co",,Exclude
1502P BELDEN,,Exclude
19' SCISSOR 0979,,Exclude
FLAT REPAIR,,Exclude
SHOP JS-324,,Exclude
SERV 4107,,Exclude
WASHER-COUP  156,,Exclude
Decora 15 Amp Single-Pole AC Q,,Exclude
"Round Floor Box Cover, Diamete",,Exclude
CREDIT -FRAUD,,Exclude
EBP PIECE WORK,,Exclude
VINYL ELECTRICAL TAPE-BLACK 10,,Exclude
GRD BUSH 3/4,,Exclude
SQUARE D CO. EZM3EXT6,,Exclude
P-RING R 1,,Exclude
DEL-FUEL,,Exclude
 02/04/24 ATLANTIC COAST RESID,,Exclude
"2"" Straight Liquidtight Connec",,Exclude
WHITE ELECT TAPE,,Exclude
"1 1/4"" EMT uni strut straps",,Exclude
12x12x6 J Box Screw On Cover ,,Exclude
"Dottie TB124 1/2"" x 4"" Toggle",,Exclude
Sq D QOB 120 Breakers,,Exclude
100 amp fuses,,Exclude
062820 FLEET LANDING,,Exclude
DIESEL 21002-019,,Exclude
"1/2"" Threaded K.O. Seal  4/PK",,Exclude
1-H MC STRAP #12/2,,Exclude
3/4IN THREADED CONDUIT GROUNDI,,Exclude
1 gang weather proof box 3 hol,,Exclude
DALE CLARK,,Exclude
6/32 Machine Screws By 2”,,Exclude
"[Conduit Nipple] 3"" Dia, Close",,Exclude
4352,,Exclude
3/0-3 INS TAPCON,,Exclude
Garage 4th Floor Rough,,Exclude
MILW 48-20-7411 3/16X4X6 RT HM,,Exclude
Layout String - Roll,,Exclude
L-05 KUZ LP14935-BK,,Exclude
COST TO CHANGE (4)MTB1200R to ,,Exclude
1/2 lock washers,,Exclude
"Eaton BAB2100H 100A, 2P, 240V",,Exclude
Dottie BX1005 Staples for NM C,,Exclude
RED BUSH 1-1/4 - 1,,Exclude
COVER 2IN STEEL COND BODY,,Exclude
ARROW RLS 1/8. LONG STEEL RIVE,,Exclude
12/22/24 P407 LITTORAL INNOVAT,,Exclude
EGS 8468C 4IN SQ 5/8 IN RSD PL,,Exclude
09-18-22 WOODFIELD,,Exclude
SQZ CONN 1-1/4,,Exclude
YEL STRAY PT,,Exclude
"Blue ENT, 1/2"", 200' Coil",,Exclude
1” White Snow Cone- Push On Pl,,Exclude
Carflex 1” 90 CONN,,Exclude
"[Electrical Tape] 33+, Red",,Exclude
"[Switch Plate] 1 Gang, White",,Exclude
4x4x10’ Treated Posts,,Exclude
"1/4"" spring nuts",,Exclude
XWM FT LED 21L 50 UE MSV,,Exclude
TS-1490 SHOP,,Exclude
"SERVICE 3728, INV 2102",,Exclude
SHOP LP-359- 1 GANG BOXES,,Exclude
5/16 JHOOK,,Exclude
"EXTERIOR DOWNLIGHT 13"" DC Ecl",,Exclude
GHM 5723,,Exclude
7/25/2021 SUMMER HOUSE,,Exclude
4 hole 350 MCM Polaris Taps,,Exclude
HC615D010,,Exclude
UNIVER OF ST AUG,,Exclude
REIMBURSEMENT MOXY,,Exclude
1G WP GRY BLANK COVER,,Exclude
2022 1099'S,,Exclude
CJ6 010308,,Exclude
3/4 FLEX CONN W ANG SCREW,,Exclude
"PANEL ""PG"" - 600A, MCB, 120/2",,Exclude
04-02-23 ATLANTIC COAST,,Exclude
MX6200 Bubble covers,,Exclude
"3/4"" Emt Set Screw Couplings",,Exclude
IOTA IIS 25 I INVERTER,,Exclude
JASON L DICKEY,,Exclude
4 Square Box Divider,,Exclude
SAW BLADE,,Exclude
"4"" Square Cover, 1-Device, Til",,Exclude
1200&5TH 8/3,,Exclude
Pickup and Dlivery,,Exclude
3/4 Flex Squeeze Connectors,,Exclude
"2"" core drill holes",,Exclude
2G 2-1/4 W/GFCI,,Exclude
12-31-23 SANDPIPER,,Exclude
"4-11/16""  2-Gang Mud Ring rais",,Exclude
"Weld Metal, 90 Plus, Ring Iden",,Exclude
16-14 BUTT SPLICE,,Exclude
1” white plastic push on bushi,,Exclude
30-3471 PIGTAILS,,Exclude
WIRE WAY CONNECTOR,,Exclude
05-07-23 XENTURY,,Exclude
BASE PLT,,Exclude
"1 1/2"" IMC X10 FT LONG",,Exclude
"1 1/2"" 90 seal tight flex conn",,Exclude
"WLK FPBTCAL FLOORPORT FLANGED,",,Exclude
WO 3000,,Exclude
4 11/16” BLANK COVERS,,Exclude
lot price,,Exclude
pink polly 500 ft reel line,,Exclude
PROJECT 22160.00,,Exclude
5-20R Plate,,Exclude
SINGLE GANG WP BELL BOX 3/4 K/,,Exclude
Drill holes and set concrete b,,Exclude
FIXTURE 62E,,Exclude
"1/2"" close rigid nipples",,Exclude
#2/4C Cord SOW,,Exclude
PAINT BRUSH & PAINT,,Exclude
ECB-ATS-R-E1DPLA1,,Exclude
"PVC 3"" COUPLING",,Exclude
"1"" steel set screw EMT couplin",,Exclude
"Rigid Strut Strap, 2"", Materi",,Exclude
Safety Flag18 in. x 18 in. Ora,,Exclude
"NSI TORK EWG 7060-3 VINYL, ORA",,Exclude
WIRE NUMBER BOOKS A-Z-1-15,,Exclude
2646,,Exclude
"2"" conduit piston (rat)",,Exclude
"400A 3 Phase fused disconnect,",,Exclude
PPE  688,,Exclude
1/4 “Toggle Bolts,,Exclude
MDA 10A FUSE,,Exclude
PRM FILTRATION,,Exclude
Lot Price Total,,Exclude
M4 MINKA F896-65-CL,,Exclude
400 CU 2-HOLE LONG 1/2,,Exclude
4 in. SQBOX1-1/2-IND 1/2 in 3/,,Exclude
PARALLELS,,Exclude
ROD COUP 1/4,,Exclude
3/6/2022 SEMINARY LN,,Exclude
12X12X72 HOFF,,Exclude
2 gang 50A Stove receptical F,,Exclude
M1 10/3 MC SOL,,Exclude
FIELDLINK,,Exclude
10” 12” Zip Ties,,Exclude
4831,,Exclude
"1"" SS coupling EMT",,Exclude
"EMT Strut Strap, 1"", Steel, E",,Exclude
SHOP TR-390,,Exclude
1 1/2 EMT SET SCREW COUPLINGS,,Exclude
WW T-1 U-CONN,,Exclude
"8"" TIE WRAPS 1000 PAK",,Exclude
07-23-23 ROMNEY,,Exclude
LOT PRICE FOR ABOVE - REF Li-0,,Exclude
"2"" PLASTIC SCREW-ON BUSHINGS",,Exclude
"1-1/2"" plastic bushing",,Exclude
TYNDALL CHAPEL 23004-191,,Exclude
RECT X-PT,,Exclude
2-1/2” Sealing Locknut,,Exclude
3/4 EMT COMPRESSION COUPLINGS,,Exclude
3/4 PVC COND CLAMP,,Exclude
NETSELECT CAB BOX 14,,Exclude
